Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,MoSold,SalePrice,TotalSF,Baths_Total,Age_Sold,PorchSF_Total
504,100.0,15602,7,1959,1997,1247,254,1501,1801,2,6,2,2,484,54,3,289000,3302,3.0,51,215
505,24.0,2308,6,1974,1974,257,103,855,1322,2,6,1,2,440,0,6,147000,2177,3.0,35,260
506,60.0,7596,5,1952,1952,0,960,960,1960,2,10,0,2,400,0,7,124500,2920,2.0,57,0
507,80.0,9554,8,1993,1994,380,397,777,1911,2,8,1,2,471,81,9,215000,2688,2.5,13,263
508,75.0,7862,6,2009,2009,27,1191,1218,1218,2,4,0,2,676,102,9,208300,2436,2.0,0,102
509,60.0,9600,7,1928,2005,141,548,689,1378,2,7,1,2,360,0,10,161000,2067,2.0,80,116
510,80.0,9600,5,1959,1959,991,50,1041,1041,1,6,0,1,270,88,7,124500,2082,2.0,50,312
511,75.0,14559,5,1951,2000,650,178,1008,1363,1,6,2,1,288,42,6,164900,2371,2.0,58,534
512,40.0,6792,7,2005,2006,0,1368,1368,1368,2,6,1,2,474,35,3,202665,2736,2.0,1,167
513,70.0,9100,5,1958,1958,521,169,864,864,1,5,0,2,624,0,7,129900,1728,2.0,48,0
514,71.0,9187,6,1983,1983,336,748,1084,1080,1,5,0,2,484,0,6,134000,2164,1.5,24,278
515,55.0,10594,5,1926,1950,0,768,768,789,1,5,0,1,200,0,6,96500,1557,1.0,81,112
516,94.0,12220,10,2009,2009,1436,570,2006,2020,2,9,1,3,900,54,9,402861,4026,3.5,0,210
517,80.0,10448,6,1972,1972,0,689,689,2119,2,7,1,2,583,104,8,158000,2808,2.5,37,104
518,79.0,10208,7,1996,1997,0,1264,1264,2344,2,7,1,3,889,0,7,265000,3608,2.5,13,220
519,70.0,9531,6,1998,1998,706,88,794,1796,2,7,0,2,546,36,5,211000,2590,3.5,9,36
520,53.0,10918,7,1926,2004,0,1276,1276,2080,1,9,2,1,282,0,6,234000,3356,1.5,83,145
521,60.0,10800,4,1900,2000,0,0,0,1294,2,7,0,0,0,114,8,106250,1294,2.0,108,544
522,90.0,11988,6,1957,1957,777,467,1244,1244,1,6,2,1,336,40,5,150000,2488,1.5,50,40
523,50.0,5000,6,1947,1950,399,605,1004,1664,2,7,2,2,420,24,10,159000,2668,2.0,59,60
524,130.0,40094,10,2007,2008,2260,878,3138,4676,3,11,1,3,884,406,10,184750,7814,4.5,0,614
525,95.0,11787,7,1996,1997,719,660,1379,2398,2,8,1,3,834,60,8,315750,3777,3.5,11,299
526,62.0,7500,7,2005,2005,0,1257,1257,1266,2,6,1,2,453,144,4,176000,2523,2.0,1,182
527,70.0,13300,5,1956,2000,377,551,928,928,1,4,0,1,252,0,6,132000,1856,1.0,51,417
528,67.0,14948,9,2008,2008,1330,122,1452,2713,2,11,1,3,858,66,11,446261,4165,3.5,0,192
529,58.0,9098,4,1920,2002,348,180,528,605,1,5,0,0,0,0,7,86000,1133,2.0,87,144
530,74.0,32668,6,1957,1975,1219,816,2035,2515,3,9,2,2,484,0,3,200624,4550,4.0,50,200
531,85.0,10200,6,1988,1989,783,678,1461,1509,2,5,1,2,600,0,8,175000,2970,3.0,20,224
532,60.0,6155,6,1920,1999,0,611,611,1362,2,6,0,2,502,0,6,128000,1973,2.0,88,84
533,60.0,7200,5,1955,2007,0,0,0,827,1,5,1,1,392,0,4,107500,827,1.0,55,0
534,50.0,5000,1,1946,1950,0,0,0,334,1,2,0,0,0,0,1,39300,334,1.0,61,0
535,74.0,9056,8,2004,2004,0,707,707,1414,2,6,1,2,403,35,10,178000,2121,2.5,2,135
536,70.0,7000,5,1910,1991,969,148,1117,1347,1,5,0,0,0,0,1,107500,2464,2.0,98,233
537,57.0,8924,7,1998,1999,0,880,880,1724,2,8,0,2,527,155,7,188000,2604,2.5,10,275
538,73.0,12735,4,1972,1972,600,264,864,864,1,5,0,2,576,0,4,111250,1728,1.0,36,216
539,71.0,11553,5,1968,1968,673,378,1051,1159,1,7,1,1,336,0,7,158000,2210,1.5,38,466
540,70.0,11423,8,2001,2002,1358,223,1581,1601,2,6,1,2,670,0,5,272000,3182,3.0,9,180
541,85.0,14601,9,2006,2006,1260,578,1838,1838,2,8,1,3,765,68,3,315000,3676,3.0,3,338
542,91.0,11000,8,2000,2000,0,969,969,2285,2,8,1,3,648,56,6,248000,3254,2.5,7,56
543,78.0,10140,7,1998,1999,144,379,1650,1680,2,7,1,2,583,73,6,213250,3330,3.0,11,151
544,34.0,4058,7,1998,1998,584,0,723,767,1,4,0,1,367,40,6,133000,1490,2.0,9,160
545,58.0,17104,7,2006,2006,554,100,654,1496,2,7,1,2,426,24,9,179665,2150,3.5,0,124
546,80.0,13837,7,1988,1988,1002,0,1204,2183,2,9,0,3,786,0,2,229000,3387,2.5,18,0
547,70.0,8737,6,1923,1950,300,765,1065,1635,1,6,1,2,440,38,5,210000,2700,1.5,84,182
548,54.0,7244,5,1970,1970,619,149,768,768,1,5,0,2,624,0,4,129500,1536,2.0,37,104
549,49.0,8235,5,1955,1995,180,0,825,825,1,4,0,2,720,50,6,125000,1650,2.0,53,190
550,75.0,9375,7,2003,2004,0,912,912,2094,2,8,1,2,615,182,11,263000,3006,2.5,6,364
551,53.0,4043,6,1977,1977,559,510,1069,1069,2,4,0,2,440,55,10,140000,2138,2.0,31,255
552,50.0,6000,5,1957,1957,308,620,928,928,1,5,0,1,288,0,6,112500,1856,1.0,51,0
553,87.0,11146,8,2006,2006,0,1709,1709,1717,2,7,1,3,908,39,7,255500,3426,2.0,3,208
554,67.0,8777,4,1949,2003,0,0,0,1126,2,5,0,2,520,96,5,108000,1126,2.0,60,96
555,85.0,10625,7,2003,2004,866,132,998,2046,2,8,1,3,871,62,8,284000,3044,3.5,5,382
556,58.0,6380,5,1922,1950,0,993,993,1048,1,5,1,1,280,0,8,113000,2041,1.0,84,116
557,69.0,14850,5,1957,1957,895,197,1092,1092,1,6,1,1,299,0,5,141000,2184,2.0,49,390
558,60.0,11040,4,1920,1950,637,0,637,1336,1,7,0,1,570,47,9,108000,1973,1.5,86,167
559,57.0,21872,7,1996,1997,604,125,729,1446,2,6,1,2,406,22,8,175000,2175,3.0,12,286
560,43.0,3196,7,2003,2004,0,1374,1374,1557,2,7,1,2,420,20,10,234000,2931,2.0,3,163
561,71.0,11341,5,1957,1996,1302,90,1392,1392,1,5,1,2,528,0,5,121500,2784,2.5,53,95
562,77.0,10010,5,1974,1975,1071,195,1389,1389,1,6,1,2,418,38,4,170000,2778,2.0,32,278
563,63.0,13907,5,1940,1969,290,706,996,996,1,6,1,0,0,0,7,108000,1992,2.0,68,144
564,66.0,21780,6,1918,1950,0,1163,1163,1674,2,8,1,2,396,36,7,185000,2837,2.0,90,252
565,91.0,13346,7,1992,2000,728,367,1095,2295,2,9,1,2,590,40,7,268000,3390,3.5,14,40
566,66.0,6858,6,1915,1950,0,806,806,1647,1,6,0,1,216,66,5,128000,2453,2.5,95,202
567,77.0,11198,9,2005,2007,0,1122,1122,2504,2,11,1,3,656,39,6,325000,3626,2.5,3,183
568,70.0,10171,7,2004,2004,2,1515,1517,1535,2,7,0,2,532,0,3,214000,3052,2.0,6,0
569,79.0,12327,8,1983,2009,1441,55,1496,2132,1,5,1,2,612,40,9,316600,3628,2.5,26,389
570,73.0,7032,5,1979,1979,943,0,943,943,1,4,2,2,600,0,12,135960,1886,2.0,27,42
571,74.0,13101,5,1965,1965,231,1497,1728,1728,2,10,0,2,576,0,11,142600,3456,2.0,43,0
572,60.0,7332,6,1959,1959,414,450,864,864,1,4,0,1,288,0,10,120000,1728,2.0,47,168
573,83.0,13159,7,2009,2009,0,846,846,1692,2,6,0,2,650,114,7,224500,2538,2.5,0,322
574,76.0,9967,7,2000,2000,0,384,384,1430,2,8,1,2,400,0,12,170000,1814,2.5,7,100
575,70.0,10500,5,1971,2005,349,23,372,1109,1,5,0,1,288,0,12,139000,1481,1.5,36,35
576,80.0,8480,5,1947,1950,442,390,832,1216,1,6,0,1,336,0,10,118500,2048,1.0,61,260
577,52.0,6292,7,1928,1950,0,861,861,1477,2,6,1,1,216,50,8,145000,2338,2.5,81,50
578,96.0,11777,5,1966,1966,328,285,1164,1320,1,6,2,2,564,68,5,164500,2484,2.0,40,468
579,34.0,3604,7,2007,2007,0,689,689,1392,2,5,0,2,540,102,2,146000,2081,2.0,1,102
580,81.0,12150,5,1954,1954,0,1050,1050,1795,2,7,0,1,352,0,11,131500,2845,2.0,54,0
581,73.0,14585,6,1960,1987,594,331,1144,1429,1,7,2,2,572,110,6,181900,2573,1.5,47,326
582,98.0,12704,8,2008,2009,0,2042,2042,2042,2,8,1,3,1390,90,8,253293,4084,2.5,1,90
583,81.0,11841,6,1990,1990,816,0,816,816,1,5,0,0,0,32,5,118500,1632,2.0,17,32
584,75.0,13500,10,1893,2000,0,1237,1237,2775,3,9,1,2,880,502,7,325000,4012,3.5,115,607
585,51.0,6120,4,1935,1995,0,884,884,1573,1,6,0,1,240,0,7,133000,2457,1.0,74,174
586,88.0,11443,8,2005,2006,1460,408,1868,2028,2,7,2,3,880,66,3,369900,3896,3.0,1,392
587,55.0,10267,6,1918,2000,210,0,816,838,1,5,0,1,275,0,5,130000,1654,2.0,90,112
588,74.0,8740,5,1982,1982,672,168,840,860,1,4,0,2,528,0,7,137000,1700,2.0,27,0
589,65.0,25095,5,1968,2003,1324,113,1437,1473,1,5,2,1,452,48,6,143000,2910,3.0,41,108
590,50.0,9100,5,1930,1960,0,742,742,935,1,4,0,1,308,0,8,79500,1677,1.0,78,0
591,64.0,8320,7,2004,2004,490,280,770,1582,2,6,0,2,520,45,9,185900,2352,2.5,4,45
592,97.0,13478,10,2008,2008,1338,384,1722,2296,2,10,1,3,842,274,6,451950,4018,3.5,1,656
593,60.0,6600,5,1982,2003,816,0,816,816,1,4,0,2,816,0,6,138000,1632,2.0,26,0
594,70.0,4435,6,2003,2003,685,163,848,848,1,4,0,2,420,0,5,140000,1696,2.0,6,140
595,88.0,7990,5,1975,1975,0,924,924,924,1,5,0,1,280,0,4,110000,1848,1.0,33,0
596,69.0,11302,8,2005,2006,1422,392,1814,1826,2,7,1,3,758,75,8,319000,3640,3.0,1,375
597,60.0,3600,6,1910,1993,0,684,684,1368,1,7,0,1,216,158,10,114504,2052,1.0,96,158
598,53.0,3922,7,2006,2007,0,1258,1258,1402,0,7,1,3,648,16,2,194201,2660,2.0,1,136
599,80.0,12984,5,1977,1977,1283,0,1430,1647,2,7,1,2,621,0,3,217500,3077,3.0,29,0
600,24.0,1950,6,1980,1980,81,23,716,1556,2,6,1,2,452,0,7,151000,2272,3.5,28,161
601,74.0,10927,8,2005,2005,546,512,1058,1904,2,8,1,2,736,60,6,275000,2962,3.5,1,239
602,50.0,9000,6,1937,1950,0,780,780,1375,1,6,1,1,544,162,12,141000,2155,1.5,70,288
603,80.0,10041,8,1992,1992,789,119,908,1915,2,8,1,2,506,150,2,220000,2823,3.5,14,270
604,30.0,3182,7,2004,2005,0,600,600,1200,2,4,0,2,480,172,6,151000,1800,2.5,6,172
605,88.0,12803,7,2002,2002,922,572,1494,1494,2,6,1,2,530,36,9,221000,2988,3.0,6,228
606,85.0,13600,7,1965,1990,454,314,768,1986,2,7,3,2,486,42,10,205000,2754,2.5,44,231
607,82.0,12464,5,1996,1996,732,308,1040,1040,1,6,0,2,576,0,11,152000,2080,2.0,13,168
608,78.0,7800,5,1948,2002,603,293,896,2008,3,8,0,1,230,0,8,225000,2904,4.0,58,103
609,78.0,12168,8,1934,1998,428,537,965,3194,2,10,2,2,380,0,9,359100,4159,2.5,73,0
610,61.0,7943,4,1961,1961,903,126,1029,1029,1,5,0,1,261,0,4,118500,2058,2.0,46,103
611,70.0,11050,9,2000,2000,904,536,1440,2153,2,8,2,3,736,142,5,313000,3593,3.5,9,395
612,80.0,10395,6,1978,1978,605,427,1032,1032,2,6,1,2,564,0,7,148000,2064,2.5,29,0
613,70.0,11885,8,2001,2001,990,309,1299,1872,2,7,1,2,531,122,11,261500,3171,3.5,8,282
614,70.0,8402,5,2007,2007,206,914,1120,1120,1,6,0,0,0,30,12,147000,2240,1.0,0,30
615,21.0,1491,4,1972,1972,150,0,630,630,1,3,0,0,0,24,5,75500,1260,2.0,38,120
616,80.0,8800,6,1963,1963,763,173,936,1054,1,6,0,2,480,0,5,137500,1990,2.0,47,120
617,65.0,7861,6,2002,2003,457,326,783,1509,2,7,1,2,393,75,6,183200,2292,3.5,4,175
618,59.0,7227,6,1954,1954,0,832,832,832,1,4,0,2,528,0,6,105500,1664,1.0,54,0
619,90.0,11694,9,2007,2007,48,1774,1822,1828,2,9,1,3,774,108,7,314813,3650,2.0,0,368
620,85.0,12244,8,2003,2003,871,611,1482,2262,2,10,2,3,749,0,8,305000,3744,3.5,5,168
621,45.0,8248,3,1914,1950,41,823,864,864,1,5,0,0,0,0,9,67000,1728,2.0,94,100
622,90.0,10800,6,1974,1997,956,384,1522,2614,2,9,1,2,624,243,6,240000,4136,2.5,34,281
623,71.0,7064,5,1977,1977,560,420,980,980,1,6,0,2,484,0,7,135000,1960,1.0,32,192
624,73.5,2117,6,2000,2000,420,336,756,1512,2,4,1,2,440,32,6,168500,2268,2.5,7,32
625,80.0,10400,6,1972,1972,247,485,732,1790,1,8,1,2,484,0,11,165150,2522,3.0,34,295
626,87.0,10000,6,1962,1962,0,1116,1116,1116,1,5,0,2,440,0,2,160000,2232,1.5,48,385
627,73.0,12342,5,1960,1978,0,978,978,1422,1,6,1,1,286,0,8,139900,2400,1.0,47,36
628,80.0,9600,6,1955,1972,674,350,1156,1520,1,7,2,1,364,0,3,153000,2676,2.0,55,189
629,70.0,11606,5,1969,1969,650,390,1040,2080,1,9,2,2,504,0,9,135000,3120,2.5,38,335
630,82.0,9020,6,1964,1964,624,288,1248,1350,1,6,0,2,520,0,6,168500,2598,2.5,44,176
631,50.0,9000,5,1880,1991,0,636,636,1750,1,8,0,1,240,0,6,124000,2386,1.0,126,293
632,34.0,4590,8,2006,2006,24,1530,1554,1554,2,6,1,2,627,73,8,209500,3108,2.0,1,229
633,85.0,11900,7,1977,1977,822,564,1386,1411,2,6,1,2,544,0,4,82500,2797,2.0,32,192
634,80.0,9250,5,1954,2005,480,108,1056,1056,1,6,0,1,260,0,7,139400,2112,1.5,53,390
635,64.0,6979,6,1980,1980,1056,0,1056,1056,0,4,0,2,576,56,6,144000,2112,2.0,30,320
636,60.0,10896,6,1914,1995,256,1184,1440,3395,2,14,0,0,0,110,3,200000,4835,2.0,93,110
637,51.0,6120,2,1936,1950,0,264,264,800,1,4,1,0,0,0,1,60000,1064,1.0,73,0
638,50.0,6000,5,1954,1954,0,811,811,1387,2,7,0,1,256,0,11,93000,2198,2.0,55,0
639,67.0,8777,5,1910,1950,0,796,796,796,1,4,0,0,0,0,5,85000,1592,1.0,98,492
640,53.0,3982,8,2006,2006,1154,366,1520,1567,2,7,1,3,648,0,10,264561,3087,3.0,0,312
641,62.0,12677,8,2003,2004,1218,300,1518,1518,1,6,1,2,588,140,4,274000,3036,1.5,5,325
642,73.5,7050,7,2001,2001,738,319,1057,1929,2,7,1,2,650,235,5,226000,2986,3.5,6,235
643,75.0,13860,8,1972,1995,1410,542,1952,2704,2,9,3,2,538,111,7,345000,4656,3.5,37,380
644,80.0,10793,5,1969,1969,493,0,780,1620,2,7,0,2,462,0,4,152000,2400,2.5,38,208
645,85.0,9187,9,2009,2009,1121,645,1766,1766,2,7,1,3,478,130,10,370878,3532,3.5,0,325
646,73.0,10530,6,1971,1971,282,664,981,981,1,5,0,2,576,312,3,143250,1962,2.5,36,352
647,60.0,7200,5,1950,1950,0,0,0,1048,1,7,0,2,420,27,7,98300,1048,1.0,58,27
648,85.0,10452,6,1953,1953,500,594,1094,1094,1,5,2,2,495,0,6,155000,2188,1.0,55,287
649,70.0,7700,6,1966,1966,0,756,756,1839,1,7,1,2,442,124,6,155000,2595,1.5,44,340
650,21.0,1936,4,1970,1970,131,0,630,630,1,3,0,0,0,0,12,84500,1260,2.0,37,0
651,65.0,8125,7,2007,2007,0,813,813,1665,2,7,0,2,562,0,5,205950,2478,2.5,1,0
652,60.0,9084,4,1940,1950,0,755,755,1510,1,7,1,1,296,0,10,108000,2265,2.0,69,120
653,70.0,8750,7,1996,1996,0,880,880,1716,2,7,1,2,512,120,7,191000,2596,2.5,13,120
654,60.0,10320,6,1906,1995,0,756,756,1469,1,7,0,1,216,0,6,135000,2225,1.0,102,296
655,91.0,10437,8,1995,1995,1696,413,2109,2113,2,7,1,3,839,46,8,350000,4222,3.5,13,282
656,21.0,1680,6,1971,1971,0,525,525,1092,1,6,0,1,264,0,3,88000,1617,1.5,39,0
657,72.0,10007,5,1959,2006,806,247,1053,1053,1,5,0,1,312,0,8,145500,2106,2.5,49,0
658,60.0,7200,7,1931,2000,0,776,776,1502,1,6,1,1,270,0,2,149000,2278,1.5,77,112
659,78.0,17503,6,1948,1950,0,912,912,1458,1,6,1,1,330,0,1,97500,2370,1.5,62,192
660,75.0,9937,5,1964,1999,637,849,1486,1486,1,7,0,2,480,0,3,167000,2972,2.0,45,0
661,80.0,12384,7,1976,1976,0,793,793,1935,2,7,1,2,550,113,11,197900,2728,2.5,31,365
662,52.0,46589,8,1994,2005,1361,88,1629,2448,2,8,1,3,711,76,7,402000,4077,3.5,15,593
663,120.0,13560,6,1968,1968,0,1392,1392,1392,1,5,2,2,576,0,7,110000,2784,2.0,41,240
664,90.0,10012,4,1972,1972,920,38,1138,1181,2,6,0,2,588,0,4,137500,2319,3.0,36,180
665,49.0,20896,8,2005,2006,1721,356,2077,2097,1,8,1,3,1134,267,1,423000,4174,2.5,1,459
666,106.0,11194,8,2000,2000,0,1406,1406,1936,2,7,1,2,504,124,11,230500,3342,2.5,6,312
667,73.0,18450,6,1965,1979,187,111,1021,2380,2,7,1,2,596,265,8,129000,3401,2.5,42,265
668,65.0,8125,6,1994,1998,1138,270,1408,1679,2,7,1,2,575,42,10,193500,3087,3.0,14,266
669,71.0,14175,5,1956,1987,988,200,1188,1437,1,6,1,2,576,0,11,168000,2625,2.5,50,304
670,80.0,11600,4,1922,1950,0,700,700,1180,1,5,1,1,252,0,7,137500,1880,1.0,84,67
671,64.0,8633,6,2005,2005,193,545,738,1476,2,7,0,2,540,35,2,173500,2214,3.5,4,135
672,54.0,6629,6,1925,1950,551,121,672,1369,2,6,0,1,300,0,7,103600,2041,3.0,84,147
673,68.0,11250,6,1977,1977,767,441,1208,1208,1,6,1,2,546,42,6,165000,2416,2.5,29,240
674,110.0,14442,6,1957,2004,1186,291,1477,1839,2,7,2,2,416,87,6,257500,3316,3.0,50,287
675,80.0,9200,6,1965,1965,892,244,1136,1136,1,5,1,1,384,0,7,140000,2272,2.0,43,426
676,24.0,2289,6,1978,1978,311,544,855,1441,2,7,1,2,440,0,4,148500,2296,2.5,31,28
677,60.0,9600,4,1900,1950,0,1095,1095,1774,2,8,0,3,779,0,5,87000,2869,3.0,106,90
678,52.0,9022,5,1924,2006,0,768,768,792,1,5,0,1,240,0,5,109500,1560,1.0,85,436
679,80.0,11844,8,2008,2008,0,2046,2046,2046,2,7,1,3,834,82,7,372500,4092,2.5,1,404
680,71.0,9945,5,1961,1961,827,161,988,988,1,5,0,2,572,0,10,128500,1976,2.0,46,0
681,50.0,8012,6,1980,1980,543,261,923,923,2,5,1,1,264,0,5,143000,1846,2.0,30,80
682,55.0,4500,5,1932,2000,182,611,793,1520,1,6,0,1,281,0,7,159434,2313,1.0,77,56
683,80.0,2887,6,1996,1997,1003,288,1291,1291,1,6,1,2,431,0,11,173000,2582,2.0,12,307
684,90.0,11248,9,2002,2002,1059,567,1626,1668,2,7,1,3,702,45,7,285000,3294,3.0,5,302
685,58.0,16770,7,1998,1998,0,1195,1195,1839,2,7,0,2,486,81,6,221000,3034,2.5,12,81
686,61.5,5062,7,1984,1984,828,180,1190,2090,2,6,1,2,577,0,9,207500,3280,3.0,23,219
687,84.0,10207,7,2007,2007,0,874,874,1761,3,7,0,2,578,105,8,227875,2635,3.0,0,249
688,73.5,5105,7,2004,2004,239,312,551,1102,2,4,0,2,480,60,3,148800,1653,2.5,3,60
689,60.0,8089,8,2007,2007,945,474,1419,1419,2,7,1,2,567,0,10,392000,2838,3.0,0,140
690,61.0,7577,6,2005,2006,20,1342,1362,1362,2,6,1,2,460,28,6,194700,2724,2.0,2,220
691,70.0,4426,6,2004,2004,697,151,848,848,1,3,1,2,420,0,5,141000,1696,2.0,4,149
692,104.0,21535,10,1994,1995,1455,989,2444,4316,3,10,2,3,832,50,1,755000,6760,4.0,13,432
693,42.0,26178,7,1989,1990,965,245,1210,2519,2,9,2,2,628,27,4,335000,3729,3.5,17,347
694,60.0,5400,5,1921,1968,0,1073,1073,1073,1,4,0,1,326,0,12,108480,2146,1.0,85,112
695,51.0,6120,5,1936,1950,0,927,927,1539,1,5,0,2,576,0,4,141500,2466,1.5,73,112
696,54.0,13811,6,1987,1987,980,92,1112,1137,2,5,1,2,551,0,7,176000,2249,3.0,19,125
697,50.0,6000,5,1921,1950,616,0,616,616,1,4,0,1,205,0,6,89000,1232,1.0,85,129
698,57.0,6420,5,1952,1952,210,219,980,1148,1,6,0,1,308,0,9,123500,2128,1.5,54,0
699,65.0,8450,5,1965,2009,553,224,894,894,1,5,1,1,336,144,4,138500,1788,2.0,45,560
700,59.0,4282,7,2004,2004,16,1375,1391,1391,2,5,0,2,530,158,7,196000,2782,2.0,4,314
701,85.0,14331,8,2002,2002,1274,526,1800,1800,2,7,1,3,765,78,5,312500,3600,3.0,4,348
702,80.0,9600,7,1969,1969,0,1164,1164,1164,1,6,0,2,528,0,7,140000,2328,1.5,37,0
703,82.0,12438,8,2006,2006,0,1234,1234,2576,2,10,1,3,666,100,7,361919,3810,2.5,0,424
704,76.0,7630,5,1900,1996,0,360,360,1812,2,8,1,2,672,0,5,140000,2172,2.0,110,384
705,70.0,8400,7,2004,2005,712,761,1473,1484,2,7,0,2,606,35,5,213000,2957,3.0,6,179
706,70.0,5600,4,1930,1950,0,0,0,1092,2,7,0,0,0,0,7,55000,1092,2.0,80,0
707,80.0,115149,7,1971,2002,1219,424,1643,1824,2,5,2,2,739,48,6,302000,3467,3.0,36,428
708,48.0,6240,8,2006,2006,863,461,1324,1324,2,6,1,2,550,38,12,254000,2648,3.0,3,230
709,65.0,9018,7,2007,2007,0,728,728,1456,2,8,1,2,400,24,7,179540,2184,2.5,0,124
710,71.0,7162,5,1966,1966,0,876,876,904,1,6,0,1,408,0,12,109900,1780,1.0,42,0
711,56.0,4130,3,1935,2003,0,270,270,729,1,5,0,0,0,0,7,52000,999,1.0,73,0
712,66.0,8712,4,1900,1950,0,859,859,1178,1,7,0,1,384,0,1,102776,2037,1.0,110,166
713,40.0,4671,8,1988,1989,767,461,1228,1228,2,5,1,2,472,120,10,189000,2456,3.0,20,288
714,60.0,9873,4,1970,1970,789,171,960,960,1,6,0,2,576,288,5,129000,1920,2.0,36,288
715,71.0,13517,6,1976,2005,533,192,725,1479,2,6,0,2,475,44,3,130500,2204,2.5,34,44
716,78.0,10140,6,1974,1974,0,1064,1064,1350,2,7,1,2,478,0,8,165000,2414,2.0,35,0
717,60.0,10800,7,1890,1998,0,718,718,2554,1,8,0,2,704,48,7,159500,3272,1.5,117,191
718,80.0,10000,5,1973,2000,1084,92,1176,1178,1,5,1,2,439,0,11,157000,2354,2.0,35,224
719,96.0,10542,7,1993,1994,1173,138,1311,2418,2,9,1,3,983,154,8,341000,3729,3.5,15,620
720,69.0,9920,5,1969,1969,523,448,971,971,1,5,1,1,300,0,5,128500,1942,1.5,37,0
721,61.5,6563,8,1985,1985,1148,594,1742,1742,2,5,1,2,564,28,12,275000,3484,3.0,21,376
722,70.0,4426,6,2004,2004,662,186,848,848,1,3,0,2,420,0,5,143000,1696,2.0,6,160
723,70.0,8120,4,1970,1970,191,673,864,864,1,5,0,2,463,0,7,124500,1728,1.0,39,0
724,60.0,8172,4,1954,1972,0,941,941,1470,2,7,0,1,548,0,5,135000,2411,2.0,54,156
725,86.0,13286,9,2007,2008,1234,464,1698,1698,2,8,1,3,768,64,2,320000,3396,3.0,2,391
726,60.0,6960,4,1970,1970,375,250,864,864,1,5,0,2,660,0,11,120500,1728,1.0,39,96
727,74.0,21695,6,1988,2007,808,72,880,1680,2,5,1,2,540,44,12,222000,2560,3.0,21,518
728,64.0,7314,7,2007,2007,724,508,1232,1232,2,6,0,2,632,0,2,194500,2464,3.0,2,132
729,85.0,11475,5,1958,1958,0,1584,1584,1776,2,9,0,3,888,25,7,110000,3360,3.0,51,25
730,52.0,6240,4,1925,1950,152,628,780,1208,1,5,0,2,539,23,1,103000,1988,1.0,84,135
731,39.0,5389,8,1995,1996,1180,415,1595,1616,2,5,1,2,608,152,3,236500,3211,3.0,15,389
732,73.0,9590,7,2003,2003,786,82,868,1146,2,6,1,2,438,22,5,187500,2014,3.0,4,182
733,75.0,11404,7,1998,1999,252,901,1153,2031,2,8,1,2,541,84,7,222500,3184,2.5,10,276
734,80.0,10000,5,1961,1983,594,270,864,1144,1,6,1,1,264,0,3,131400,2008,2.0,48,165
735,71.0,8978,5,1968,1968,0,948,948,948,1,6,0,1,300,0,5,108000,1896,1.0,39,147
736,60.0,10800,7,1914,1970,390,490,880,1768,1,6,2,2,320,341,10,163000,2648,1.5,92,341
737,60.0,8544,3,1950,1950,0,0,0,1040,2,6,0,2,400,0,7,93500,1040,2.0,56,0
738,72.0,10463,8,2005,2005,0,893,893,1801,2,8,1,3,800,116,6,239900,2694,2.5,1,116
739,60.0,10800,5,1987,1988,1200,0,1200,1200,3,5,0,0,0,0,3,179000,2400,6.0,22,120
740,65.0,9313,7,2004,2004,0,864,864,1728,2,7,0,2,572,56,4,190000,2592,2.5,5,243
741,60.0,9600,5,1910,2002,0,264,264,1432,2,7,0,2,360,0,5,132000,1696,2.0,97,382
742,65.0,6768,6,1961,1996,832,80,912,912,1,5,0,1,288,0,5,142000,1824,2.5,47,168
743,65.0,8450,7,2000,2001,0,1349,1349,1349,2,6,0,2,539,55,12,179000,2698,2.0,7,175
744,70.0,12886,5,1963,1999,444,76,520,1464,2,6,1,2,480,0,10,175000,1984,2.5,46,402
745,41.0,5395,8,1993,1993,733,604,1337,1337,2,5,1,2,462,0,10,180000,2674,3.0,15,334
746,80.0,8963,8,1976,1996,575,487,1142,2715,3,11,2,2,831,204,7,299800,3857,4.0,32,204
747,65.0,8795,7,2000,2000,300,652,952,2256,2,8,1,2,554,54,4,236000,3208,2.5,9,278
748,65.0,11700,7,1880,2003,0,1240,1240,2640,1,8,1,4,864,0,5,265979,3880,1.5,129,567
749,59.0,10593,7,1996,1996,919,801,1720,1720,2,7,1,2,527,56,3,260400,3440,3.0,14,450
750,50.0,8405,4,1945,1950,0,0,0,1529,2,9,0,1,240,0,4,98000,1529,2.0,64,277
751,55.0,8800,4,1910,2004,0,576,576,1140,1,7,0,0,0,160,6,96500,1716,1.0,100,160
752,65.0,7750,7,2003,2003,0,660,660,1320,2,6,0,2,400,48,8,162000,1980,2.5,4,48
753,79.0,9236,6,1997,1997,1200,279,1479,1494,2,6,0,2,576,27,7,217000,2973,3.0,9,195
754,80.0,10240,8,2005,2005,0,1030,1030,2098,2,8,1,3,878,52,3,275500,3128,2.5,1,244
755,61.0,7930,6,1969,2005,439,115,1026,1026,1,5,0,2,440,48,7,156000,2052,2.0,40,219
756,34.0,3230,6,1999,1999,381,348,729,1471,2,6,0,2,440,24,3,172500,2200,2.5,10,24
